"Harris_1788A.rtf" "Harris_1793.rtf" "MissBetsyClrke_1788.rtf" "MissBetsyHdsn_1788.rtf" "MissBlke_1788.rtf" "MissBnd_1788.rtf" "MissBrn_1788.rtf" "MissBrwn_1788.rtf" "MissClnton_1788.rtf" "MissDglss_1788.rtf" "MissDvnprt_1788.rtf" "MissGrge_1788.rtf" "MissGrn_1788.rtf" "MissHarrietJns_1788.rtf" "MissHllnd_1788.rtf" "MissHrdy_1788.rtf" "MissJnsn_1788.rtf" "MissKn_1788.rtf" "MissLcs_1788.rtf" "MissLnsy_1788.rtf" "MissLstr_1788.rtf" "MissLvr_1788.rtf" "MissMntn_1788.rtf" "MissRchrdsn_1788.rtf" "MissTrbt_1788.rtf" "MrsCrsby_1788.rtf" "MrsDd_1788.rtf" "MrsDfld_1788.rtf" "MrsHrvy_1788.rtf"
"Harris_1788A.rtf" 0 0.138069272484242 1.14181773207501 0.904886106447151 0.737499247306173 0.95285703935648 1.5277480128732 1.11469363307499 1.635106478857 1.73945973025091 0.599756296987666 1.06479497607774 0.986700317287226 0.887077342342128 1.42892686137672 1.5022316757471 1.46586581437884 0.957111958409606 1.40185608351316 1.41412478825533 0.744779953592325 1.47901012789545 1.00701343936498 1.41516737585287 1.61048298344766 0.667015117198615 0.69226783361582 0.853793716734949 0.74096638639476
"Harris_1793.rtf" 0.138069272484242 0 1.11391467291898 0.919535069581548 0.744812360519023 0.977224930302894 1.54015424341583 1.09163231798392 1.65021671562913 1.72826003573124 0.619879844623765 1.03792427235427 0.9631222921546 0.879933147926493 1.40705457521295 1.48663716629674 1.46699392328581 0.910225552920573 1.36781262012163 1.41586373077994 0.745515817189876 1.44275932339314 1.02821067087486 1.42281020058652 1.6172881650417 0.67307888184297 0.688941136341449 0.834102345926462 0.757530311660272
"MissBetsyClrke_1788.rtf" 1.14181773207501 1.11391467291898 0 0.818933747985002 0.83329318760013 0.670384239917323 0.986807845871736 0.616081090110203 1.13433742346203 1.16934815991317 0.871980046706048 0.619563930317235 0.575116237255118 0.675374566805708 0.838512201409943 0.946644063502404 0.955876668058768 0.745947392385688 0.836361614780213 0.883236183710708 0.724641254344906 0.999626395986836 0.774426970173531 0.711912433397372 1.1637265600839 0.873798127520715 0.797359592801091 0.881025401048867 0.755644317451655
"MissBetsyHdsn_1788.rtf" 0.904886106447151 0.919535069581548 0.818933747985002 0 0.631265237821018 0.639028970822598 1.14496364259195 0.729230408808952 1.34080809266144 1.46739763020591 0.707215378661029 0.765620326651415 0.720839853130001 0.484988116962229 1.12545394364318 1.09855157390961 1.09579936175653 0.738399040428917 1.0254226510812 1.06718789056251 0.546230143608388 1.04834377074562 0.642305553660376 1.05943114193532 1.22892803826923 0.660816350637786 0.580200800913184 0.630928393557653 0.610014149913886
"MissBlke_1788.rtf" 0.737499247306173 0.744812360519023 0.83329318760013 0.631265237821018 0 0.704395527749799 1.175087670728 0.862840889354009 1.34122669686707 1.37082124245382 0.491237594136639 0.763931996615867 0.680574021315529 0.546966294210481 1.13991318950433 1.13362436797925 1.18678180218161 0.660053959742758 1.12671791896096 1.1111603098389 0.521403588052595 1.18630613262399 0.664596231137632 1.15130532831987 1.37997138087681 0.513828369534208 0.404464838226417 0.547221453668756 0.547363065812169
"MissBnd_1788.rtf" 0.95285703935648 0.977224930302894 0.670384239917323 0.639028970822598 0.704395527749799 0 1.04443617894584 0.74843485872996 1.15842241777632 1.24928597282827 0.793338256219048 0.728629756168812 0.554061837005782 0.4328116458417 0.969805452283348 1.09304923122613 1.11868011349031 0.589550720095554 1.02082133113079 1.03402382705046 0.491875540981671 1.07588192304611 0.5817243384939 0.921701290198574 1.23834097302194 0.717340401724221 0.648618264213644 0.611091834655224 0.725097693686049
"MissBrn_1788.rtf" 1.5277480128732 1.54015424341583 0.986807845871736 1.14496364259195 1.175087670728 1.04443617894584 0 0.886849322145036 0.635720652562135 0.606273998822829 1.32199193260179 1.06467337237371 0.976399551327236 1.0603644657075 0.72997330694389 0.580670883623258 0.548766294070007 1.04946185093405 0.863818188609429 0.453319776040047 1.07026671496738 0.855190284655265 1.07992364081283 0.615659398095055 0.784775066035288 1.3369595868292 1.09770100805688 1.2532631709563 1.20731871112047
"MissBrwn_1788.rtf" 1.11469363307499 1.09163231798392 0.616081090110203 0.729230408808952 0.862840889354009 0.74843485872996 0.886849322145036 0 1.00965369713688 1.13857940268664 0.903078932314417 0.583114761896813 0.563461020491549 0.716943028850502 0.8119172415804 0.909723684719214 0.832767991289247 0.724770110476748 0.557065387831112 0.644187589935397 0.638090727971538 0.728633795708582 0.761779020372272 0.744077048461928 0.906619435904554 0.882983747323436 0.766148624952111 0.732404311368719 0.927479301772991
"MissClnton_1788.rtf" 1.635106478857 1.65021671562913 1.13433742346203 1.34080809266144 1.34122669686707 1.15842241777632 0.635720652562135 1.00965369713688 0 0.746274598552087 1.43624252949441 1.12882986000922 1.16452294317169 1.2177494406845 0.764273290706981 0.736433026674966 0.747204841384532 1.19464887425786 0.917014269964536 0.624531631828401 1.17403519444389 0.887055980662429 1.20395111187601 0.641312251514634 0.799062914069534 1.38451688503579 1.27327221533756 1.32248475272792 1.37590442585031
"MissDglss_1788.rtf" 1.73945973025091 1.72826003573124 1.16934815991317 1.46739763020591 1.37082124245382 1.24928597282827 0.606273998822829 1.13857940268664 0.746274598552087 0 1.52204366299678 1.23608635128232 1.17664572695777 1.27399472975893 0.888878100123256 0.802312114596987 0.80868394233582 1.28915780167967 1.04595182013506 0.70515783491222 1.28559393433546 1.11054081811484 1.32115963447799 0.907472085696191 1.00718447777577 1.50430568241533 1.31500062648887 1.4067842534901 1.42611846789529
"MissDvnprt_1788.rtf" 0.599756296987666 0.619879844623765 0.871980046706048 0.707215378661029 0.491237594136639 0.793338256219048 1.32199193260179 0.903078932314417 1.43624252949441 1.52204366299678 0 0.84442596969943 0.780844653015491 0.707088356783523 1.2174604000121 1.28694418073047 1.2270241375361 0.77202426962603 1.15091817284722 1.17535273010742 0.522652487210365 1.20360356610568 0.834295375271908 1.22919961037717 1.39060290503094 0.492281364359644 0.514875225288315 0.662638772155784 0.464138951125475
"MissGrge_1788.rtf" 1.06479497607774 1.03792427235427 0.619563930317235 0.765620326651415 0.763931996615867 0.728629756168812 1.06467337237371 0.583114761896813 1.12882986000922 1.23608635128232 0.84442596969943 0 0.520758415154424 0.600776687976386 0.945954249904725 0.976404031250353 1.04758027115967 0.513053633087799 0.837424988976591 0.961819310155741 0.640394930101018 0.979669886081189 0.548329566501429 0.894488950426153 1.1312701847341 0.926114346920338 0.701747276341962 0.827320094476768 0.768576872736997
"MissGrn_1788.rtf" 0.986700317287226 0.9631222921546 0.575116237255118 0.720839853130001 0.680574021315529 0.554061837005782 0.976399551327236 0.563461020491549 1.16452294317169 1.17664572695777 0.780844653015491 0.520758415154424 0 0.552665344545056 0.836241013186236 0.926529345399575 0.915345846411059 0.526568074165156 0.808596500458476 0.825130725973536 0.526982021488548 0.936515588088174 0.620109373564542 0.841666773058286 1.13070256171626 0.683929771106804 0.612260616579023 0.685354080357038 0.740474152842583
"MissHarrietJns_1788.rtf" 0.887077342342128 0.879933147926493 0.675374566805708 0.484988116962229 0.546966294210481 0.4328116458417 1.0603644657075 0.716943028850502 1.2177494406845 1.27399472975893 0.707088356783523 0.600776687976386 0.552665344545056 0 0.887993816619009 0.948553614746203 1.0467602546813 0.574495188367468 0.968857220972308 0.949549120421861 0.418601638069588 1.03216266875156 0.364343624019993 0.917799323235346 1.16823158943429 0.699697779527367 0.489177170492178 0.528197133977176 0.584176514290761
"MissHllnd_1788.rtf" 1.42892686137672 1.40705457521295 0.838512201409943 1.12545394364318 1.13991318950433 0.969805452283348 0.72997330694389 0.8119172415804 0.764273290706981 0.888878100123256 1.2174604000121 0.945954249904725 0.836241013186236 0.887993816619009 0 0.672746692137232 0.707815948245651 0.992513106725249 0.627466091536568 0.623571758154608 0.988884145644359 0.734002693875907 0.959391996243792 0.552016835015532 0.653255450445096 1.21281916319426 1.00674552110881 1.12384225048229 1.23417696403794
"MissHrdy_1788.rtf" 1.5022316757471 1.48663716629674 0.946644063502404 1.09855157390961 1.13362436797925 1.09304923122613 0.580670883623258 0.909723684719214 0.736433026674966 0.802312114596987 1.28694418073047 0.976404031250353 0.926529345399575 0.948553614746203 0.672746692137232 0 0.661902802768735 1.04506281199095 0.851445323161413 0.458308167058537 1.05635649243297 0.774042402510903 1.05475930508899 0.603286532647038 0.766192780150948 1.27422735967729 1.09325558548549 1.19791986652293 1.28111326723611
"MissJnsn_1788.rtf" 1.46586581437884 1.46699392328581 0.955876668058768 1.09579936175653 1.18678180218161 1.11868011349031 0.548766294070007 0.832767991289247 0.747204841384532 0.80868394233582 1.2270241375361 1.04758027115967 0.915345846411059 1.0467602546813 0.707815948245651 0.661902802768735 0 1.0318716936316 0.643559180705894 0.53688128154388 1.05098246689608 0.845816066124432 1.04296513824868 0.567088213541216 0.802914808630711 1.28617476576047 1.04697977203019 1.19452500711337 1.16087785063465
"MissKn_1788.rtf" 0.957111958409606 0.910225552920573 0.745947392385688 0.738399040428917 0.660053959742758 0.589550720095554 1.04946185093405 0.724770110476748 1.19464887425786 1.28915780167967 0.77202426962603 0.513053633087799 0.526568074165156 0.574495188367468 0.992513106725249 1.04506281199095 1.0318716936316 0 0.984382390105688 1.04686343561835 0.52706640111383 1.13530517766089 0.585220057122862 1.03142946909001 1.18095854852788 0.815742682905007 0.56963384933742 0.74488999652198 0.743515366611089
"MissLcs_1788.rtf" 1.40185608351316 1.36781262012163 0.836361614780213 1.0254226510812 1.12671791896096 1.02082133113079 0.863818188609429 0.557065387831112 0.917014269964536 1.04595182013506 1.15091817284722 0.837424988976591 0.808596500458476 0.968857220972308 0.627466091536568 0.851445323161413 0.643559180705894 0.984382390105688 0 0.701083628306703 0.932204716342995 0.737435632927039 1.08741157293421 0.639704715858631 0.896804615735336 1.19670145495714 1.07681347311381 1.15370837377153 1.16468478797736
"MissLnsy_1788.rtf" 1.41412478825533 1.41586373077994 0.883236183710708 1.06718789056251 1.1111603098389 1.03402382705046 0.453319776040047 0.644187589935397 0.624531631828401 0.70515783491222 1.17535273010742 0.961819310155741 0.825130725973536 0.949549120421861 0.623571758154608 0.458308167058537 0.53688128154388 1.04686343561835 0.701083628306703 0 0.928257367014857 0.718318230843406 1.01396237010328 0.515249498424754 0.633426593643962 1.17215298828497 0.972839292237656 1.06872825934175 1.15146767900412
"MissLstr_1788.rtf" 0.744779953592325 0.745515817189876 0.724641254344906 0.546230143608388 0.521403588052595 0.491875540981671 1.07026671496738 0.638090727971538 1.17403519444389 1.28559393433546 0.522652487210365 0.640394930101018 0.526982021488548 0.418601638069588 0.988884145644359 1.05635649243297 1.05098246689608 0.52706640111383 0.932204716342995 0.928257367014857 0 1.05337285858261 0.607886782675265 0.981218419246306 1.1969278281131 0.551618079457427 0.400149628342505 0.466668481415654 0.451958304767181
"MissLvr_1788.rtf" 1.47901012789545 1.44275932339314 0.999626395986836 1.04834377074562 1.18630613262399 1.07588192304611 0.855190284655265 0.728633795708582 0.887055980662429 1.11054081811484 1.20360356610568 0.979669886081189 0.936515588088174 1.03216266875156 0.734002693875907 0.774042402510903 0.845816066124432 1.13530517766089 0.737435632927039 0.718318230843406 1.05337285858261 0 1.03876524013568 0.681226994394534 0.779184429173005 1.23131277268341 1.13835893768729 1.05390637689801 1.18221270255422
"MissMntn_1788.rtf" 1.00701343936498 1.02821067087486 0.774426970173531 0.642305553660376 0.664596231137632 0.5817243384939 1.07992364081283 0.761779020372272 1.20395111187601 1.32115963447799 0.834295375271908 0.548329566501429 0.620109373564542 0.364343624019993 0.959391996243792 1.05475930508899 1.04296513824868 0.585220057122862 1.08741157293421 1.01396237010328 0.607886782675265 1.03876524013568 0 0.948535328751625 1.25858165686413 0.908770817374138 0.6717085113678 0.59500569268388 0.745244554458934
"MissRchrdsn_1788.rtf" 1.41516737585287 1.42281020058652 0.711912433397372 1.05943114193532 1.15130532831987 0.921701290198574 0.615659398095055 0.744077048461928 0.641312251514634 0.907472085696191 1.22919961037717 0.894488950426153 0.841666773058286 0.917799323235346 0.552016835015532 0.603286532647038 0.567088213541216 1.03142946909001 0.639704715858631 0.515249498424754 0.981218419246306 0.681226994394534 0.948535328751625 0 0.787651218496921 1.11613390958746 1.01951881614416 1.14479400598908 1.08960074103031
"MissTrbt_1788.rtf" 1.61048298344766 1.6172881650417 1.1637265600839 1.22892803826923 1.37997138087681 1.23834097302194 0.784775066035288 0.906619435904554 0.799062914069534 1.00718447777577 1.39060290503094 1.1312701847341 1.13070256171626 1.16823158943429 0.653255450445096 0.766192780150948 0.802914808630711 1.18095854852788 0.896804615735336 0.633426593643962 1.1969278281131 0.779184429173005 1.25858165686413 0.787651218496921 0 1.44204049661517 1.20753078170645 1.28166336723156 1.3448932796829
"MrsCrsby_1788.rtf" 0.667015117198615 0.67307888184297 0.873798127520715 0.660816350637786 0.513828369534208 0.717340401724221 1.3369595868292 0.882983747323436 1.38451688503579 1.50430568241533 0.492281364359644 0.926114346920338 0.683929771106804 0.699697779527367 1.21281916319426 1.27422735967729 1.28617476576047 0.815742682905007 1.19670145495714 1.17215298828497 0.551618079457427 1.23131277268341 0.908770817374138 1.11613390958746 1.44204049661517 0 0.451799895224388 0.729808673759674 0.515702241403964
"MrsDd_1788.rtf" 0.69226783361582 0.688941136341449 0.797359592801091 0.580200800913184 0.404464838226417 0.648618264213644 1.09770100805688 0.766148624952111 1.27327221533756 1.31500062648887 0.514875225288315 0.701747276341962 0.612260616579023 0.489177170492178 1.00674552110881 1.09325558548549 1.04697977203019 0.56963384933742 1.07681347311381 0.972839292237656 0.400149628342505 1.13835893768729 0.6717085113678 1.01951881614416 1.20753078170645 0.451799895224388 0 0.526616996029526 0.467355485736583
"MrsDfld_1788.rtf" 0.853793716734949 0.834102345926462 0.881025401048867 0.630928393557653 0.547221453668756 0.611091834655224 1.2532631709563 0.732404311368719 1.32248475272792 1.4067842534901 0.662638772155784 0.827320094476768 0.685354080357038 0.528197133977176 1.12384225048229 1.19791986652293 1.19452500711337 0.74488999652198 1.15370837377153 1.06872825934175 0.466668481415654 1.05390637689801 0.59500569268388 1.14479400598908 1.28166336723156 0.729808673759674 0.526616996029526 0 0.699225902462872
"MrsHrvy_1788.rtf" 0.74096638639476 0.757530311660272 0.755644317451655 0.610014149913886 0.547363065812169 0.725097693686049 1.20731871112047 0.927479301772991 1.37590442585031 1.42611846789529 0.464138951125475 0.768576872736997 0.740474152842583 0.584176514290761 1.23417696403794 1.28111326723611 1.16087785063465 0.743515366611089 1.16468478797736 1.15146767900412 0.451958304767181 1.18221270255422 0.745244554458934 1.08960074103031 1.3448932796829 0.515702241403964 0.467355485736583 0.699225902462872 0
