"Harris_1788A.rtf" "Harris_1793.rtf" "MissBetsyClrke_1788.rtf" "MissBetsyHdsn_1788.rtf" "MissBlke_1788.rtf" "MissBnd_1788.rtf" "MissBrn_1788.rtf" "MissBrwn_1788.rtf" "MissClnton_1788.rtf" "MissDglss_1788.rtf" "MissDvnprt_1788.rtf" "MissGrge_1788.rtf" "MissGrn_1788.rtf" "MissHarrietJns_1788.rtf" "MissHllnd_1788.rtf" "MissHrdy_1788.rtf" "MissJnsn_1788.rtf" "MissKn_1788.rtf" "MissLcs_1788.rtf" "MissLnsy_1788.rtf" "MissLstr_1788.rtf" "MissLvr_1788.rtf" "MissMntn_1788.rtf" "MissRchrdsn_1788.rtf" "MissTrbt_1788.rtf" "MrsCrsby_1788.rtf" "MrsDd_1788.rtf" "MrsDfld_1788.rtf" "MrsHrvy_1788.rtf"
"Harris_1788A.rtf" 0 0.0251640918742086 1.83294929550032 1.22587763640279 0.959507851773035 1.36505669189299 2.94493125707925 1.92311427321014 2.95812527694634 3.42433658268862 0.739246848719121 1.67651428050197 1.62024599424365 1.35243270656848 2.62550590237731 2.82010047094541 2.77656959909675 1.43541958806245 2.51172424858907 2.90403113131503 1.14198857989816 2.5409239681797 1.45930818845665 2.68910167838512 2.77785000251824 0.802067964071231 0.97453795500825 1.10775705373708 1.00281098279639
"Harris_1793.rtf" 0.0251640918742086 0 1.80888632556331 1.22302829048928 0.963652322462811 1.36811637287161 2.936748218164 1.89905130327313 2.94903270745454 3.4072674293549 0.743391319408895 1.66742171101017 1.60415960814856 1.34958336065496 2.60941951628223 2.82143617424074 2.76574366934132 1.4272365491472 2.49563786249399 2.88696197798131 1.13116265014272 2.54246581752615 1.45645884254314 2.67301529229004 2.7796863193145 0.793930007158619 0.970705841856101 1.10490770782357 0.99198505304095
"MissBetsyClrke_1788.rtf" 1.83294929550032 1.80888632556331 0 0.66715915748068 0.963525641716238 0.487865015818005 1.22214341977307 0.157565106219596 1.2627099785067 1.6908605576986 1.15740089447957 0.233741885426769 0.219860655270904 0.534671501659307 0.838409450177909 1.1447076353088 0.966451533793916 0.408079621082211 0.724627796389668 1.16276298957447 0.764745813851093 0.865737278594215 0.460238739890806 0.90200522618572 1.19579457417771 1.06014532995415 0.932768546411258 0.759197056959255 0.935722014520447
"MissBetsyHdsn_1788.rtf" 1.22587763640279 1.22302829048928 0.66715915748068 0 0.31477636594376 0.234821720240064 1.8283921083536 0.782294099234506 1.8228540133851 2.30779743396297 0.524257180980029 0.541243016940726 0.462349202058011 0.132487655821372 1.44098364952208 1.68482920738416 1.61067960066231 0.318880439336801 1.32720199573384 1.78749198258938 0.158969086235318 1.36169469972758 0.247559734545677 1.50457942552989 1.7049009320061 0.439642681701337 0.349972110293037 0.12300737557728 0.342026373819996
"MissBlke_1788.rtf" 0.959507851773035 0.963652322462811 0.963525641716238 0.31477636594376 0 0.475660625898233 2.06495768965083 1.05369061942605 2.05097527552018 2.51355976787643 0.220261003053915 0.755361310659543 0.743664986445333 0.444306904923062 1.73029671347174 1.9163590868311 1.90704608489787 0.555446020634026 1.6165150596835 2.0254116177595 0.298470226249891 1.62276927743477 0.541153497711728 1.79389248947955 1.89013845455973 0.183897237517748 0.0910343218496229 0.253179386732155 0.159292629148123
"MissBnd_1788.rtf" 1.36505669189299 1.36811637287161 0.487865015818005 0.234821720240064 0.475660625898233 0 1.59357038811354 0.578029993527817 1.59306858505335 2.07297571372291 0.671646268808632 0.311457588608979 0.2680043605471 0.144764228884462 1.26672579976772 1.45504377905242 1.43257010912559 0.0840587190967365 1.15294414597948 1.55267026234931 0.388754514567065 1.18322865528126 0.101612875558217 1.33032157577553 1.48473436305171 0.612391579477054 0.504452196821446 0.329622000217713 0.571811802151743
"MissBrn_1788.rtf" 2.94493125707925 2.936748218164 1.22214341977307 1.8283921083536 2.06495768965083 1.59357038811354 0 1.0709909017247 0.197693747184133 0.625844326376043 2.25883294241416 1.34693958948672 1.37577305268199 1.738334616998 0.522931997486383 0.176193875625409 0.260142672157056 1.5095116690168 0.694333220613618 0.116966321325606 1.9289466777825 0.531758097983368 1.61346334846389 0.462716670833331 0.315329996167577 2.17643313529353 2.02635356838053 1.92319238833125 2.0740349204695
"MissBrwn_1788.rtf" 1.92311427321014 1.89905130327313 0.157565106219596 0.782294099234506 1.05369061942605 0.578029993527817 1.0709909017247 0 1.11159725720696 1.53974783639887 1.24756587218938 0.323906863136581 0.319944897176496 0.692236607878904 0.754696857387951 1.00000750218028 0.882699144255325 0.498244598792023 0.640915203599712 1.00519788335487 0.882848668663406 0.721037145465696 0.567365339344801 0.818292633395764 1.05725617515064 1.15031030766396 1.01648113920121 0.877094379212155 1.05328312999814
"MissClnton_1788.rtf" 2.95812527694634 2.94903270745454 1.2627099785067 1.8228540133851 2.05097527552018 1.59306858505335 0.197693747184133 1.11159725720696 0 0.51757439523385 2.25905063062479 1.29561396486063 1.37207957214845 1.73577199084311 0.424300528328788 0.138024806000932 0.37025866457681 1.54996353832853 0.575901976663858 0.15789026013305 1.98182309962041 0.493589028358892 1.57529427883942 0.360704752320976 0.275770027666854 2.2054601645304 2.09185655863761 1.91552988095025 2.16488038720509
"MissDglss_1788.rtf" 3.42433658268862 3.4072674293549 1.6908605576986 2.30779743396297 2.51355976787643 2.07297571372291 0.625844326376043 1.53974783639887 0.51757439523385 0 2.71116178837151 1.79918539167822 1.84544823190496 2.21773994260737 0.941874923562639 0.655599201234782 0.798409243768719 1.98891699462617 1.05565657735088 0.586040839324959 2.40997367881232 1.01116342359274 2.09286867407327 0.878279147554826 0.697849669661952 2.65583846090291 2.48701539071783 2.40259771394062 2.593030966397
"MissDvnprt_1788.rtf" 0.739246848719121 0.743391319408895 1.15740089447957 0.524257180980029 0.220261003053915 0.671646268808632 2.25883294241416 1.24756587218938 2.25905063062479 2.71116178837151 0 0.963436665764159 0.937540239208666 0.650812251145716 1.93837206857635 2.12443444193571 2.10092133766121 0.74932127339736 1.82459041478811 2.21928687052284 0.489939410064822 1.83930351275694 0.757687733033895 2.00196784458416 2.09107562823013 0.150018794237897 0.284862391878556 0.445460784797415 0.350761812963054
"MissGrge_1788.rtf" 1.67651428050197 1.66742171101017 0.233741885426769 0.541243016940726 0.755361310659543 0.311457588608979 1.34693958948672 0.323906863136581 1.29561396486063 1.79918539167822 0.963436665764159 0 0.0904685757040792 0.454160994398737 0.974935402812194 1.17430559066558 1.19347877091167 0.268352541884155 0.861153749023954 1.29562786147003 0.700212103176043 0.906470050503044 0.293683282395048 1.03853117882001 1.20152896585922 0.923849168086032 0.796242593776972 0.633918884505876 0.883269390760722
"MissGrn_1788.rtf" 1.62024599424365 1.60415960814856 0.219860655270904 0.462349202058011 0.743664986445333 0.2680043605471 1.37577305268199 0.319944897176496 1.37207957214845 1.84544823190496 0.937540239208666 0.0904685757040792 0 0.372291710702408 1.00525990813367 1.24532707090258 1.17756203101684 0.222634169270173 0.891478254345426 1.32514278053136 0.609743527471964 0.966356714187991 0.247420442168306 1.06885568414148 1.28800614920136 0.863275038067248 0.7659180884555 0.557149482035659 0.792800815056643
"MissHarrietJns_1788.rtf" 1.35243270656848 1.34958336065496 0.534671501659307 0.132487655821372 0.444306904923062 0.144764228884462 1.738334616998 0.692236607878904 1.73577199084311 2.21773994260737 0.650812251145716 0.454160994398737 0.372291710702408 0 1.31147146251432 1.59774718484218 1.47819194484094 0.228822947981198 1.19768980872608 1.69743449123377 0.285513360184589 1.27756979402766 0.160477712003689 1.37506723852213 1.62350178421023 0.566197751867024 0.476527180458725 0.249775534057508 0.462660002184035
